home,away,ft
Cincinnati Reds,Arizona Diamondbacks,"[3, 4]"
Washington Nationals,Baltimore Orioles,"[6, 7]"
Tampa Bay Rays,Chicago White Sox,"[1, 4]"
New York Yankees,Houston Astros,"[9, 4]"
Atlanta Braves,Boston Red Sox,"[5, 0]"
Minnesota Twins,Seattle Mariners,"[6, 3]"
Colorado Rockies,San Francisco Giants,"[6, 8]"
Cincinnati Reds,Arizona Diamondbacks,"[4, 5]"
Minnesota Twins,Seattle Mariners,"[11, 1]"
Colorado Rockies,San Francisco Giants,"[9, 1]"
New York Yankees,Houston Astros,"[3, 4]"
Chicago White Sox,Cleveland Guardians,"[3, 2]"
Milwaukee Brewers,St.Louis Cardinals,"[7, 1]"
Los Angeles Angels,Kansas City Royals,"[4, 10]"
Detroit Tigers,Houston Astros,"[2, 5]"
Pittsburgh Pirates,Chicago Cubs,"[2, 7]"
Tampa Bay Rays,New York Yankees,"[0, 2]"
Baltimore Orioles,Arizona Diamondbacks,"[4, 2]"
Toronto Blue Jays,Minnesota Twins,"[2, 3]"
Boston Red Sox,Washington Nationals,"[1, 5]"
Miami Marlins,Philadelphia Phillies,"[2, 8]"
New York Mets,Atlanta Braves,"[2, 4]"
Chicago White Sox,Cleveland Guardians,"[6, 3]"
Milwaukee Brewers,St.Louis Cardinals,"[11, 2]"
Colorado Rockies,Texas Rangers,"[4, 2]"
Los Angeles Angels,Kansas City Royals,"[1, 2]"
San Diego Padres,Los Angeles Dodgers,"[2, 1]"
Seattle Mariners,Oakland Athletics,"[8, 1]"
San Francisco Giants,Cincinnati Reds,"[2, 4]"
Toronto Blue Jays,Minnesota Twins,"[10, 8]"
Baltimore Orioles,Arizona Diamondbacks,"[5, 4]"
Pittsburgh Pirates,Chicago Cubs,"[10, 9]"
Tampa Bay Rays,New York Yankees,"[7, 2]"
New York Mets,Atlanta Braves,"[1, 4]"
Miami Marlins,Philadelphia Phillies,"[3, 8]"
Boston Red Sox,Washington Nationals,"[4, 2]"
Detroit Tigers,Houston Astros,"[8, 2]"
Chicago White Sox,Cleveland Guardians,"[3, 1]"
Milwaukee Brewers,St.Louis Cardinals,"[5, 3]"
San Francisco Giants,Cincinnati Reds,"[5, 1]"
Colorado Rockies,Texas Rangers,"[8, 3]"
San Diego Padres,Los Angeles Dodgers,"[0, 5]"
Los Angeles Angels,Kansas City Royals,"[9, 3]"
Seattle Mariners,Oakland Athletics,"[1, 8]"
Baltimore Orioles,Arizona Diamondbacks,"[2, 9]"
Boston Red Sox,Washington Nationals,"[3, 2]"
Pittsburgh Pirates,Chicago Cubs,"[4, 5]"
Toronto Blue Jays,Minnesota Twins,"[1, 5]"
Detroit Tigers,Houston Astros,"[3, 9]"
Miami Marlins,Philadelphia Phillies,"[7, 6]"
Tampa Bay Rays,New York Yankees,"[6, 10]"
Milwaukee Brewers,St.Louis Cardinals,"[3, 4]"
Chicago White Sox,Cleveland Guardians,"[0, 7]"
Colorado Rockies,Texas Rangers,"[3, 1]"
San Francisco Giants,Cincinnati Reds,"[6, 5]"
Los Angeles Angels,Kansas City Royals,"[2, 4]"
San Diego Padres,Los Angeles Dodgers,"[4, 0]"
Seattle Mariners,Oakland Athletics,"[8, 4]"
New York Mets,Atlanta Braves,"[4, 3]"
Baltimore Orioles,Toronto Blue Jays,"[2, 3]"
Detroit Tigers,Miami Marlins,"[6, 5]"
Boston Red Sox,Tampa Bay Rays,"[3, 5]"
New York Mets,Philadelphia Phillies,"[4, 5]"
Atlanta Braves,Chicago Cubs,"[2, 0]"
Milwaukee Brewers,Pittsburgh Pirates,"[6, 8]"
Texas Rangers,Cleveland Guardians,"[0, 7]"
Houston Astros,Oakland Athletics,"[9, 2]"
Los Angeles Angels,St.Louis Cardinals,"[5, 10]"
Arizona Diamondbacks,Cincinnati Reds,"[6, 5]"
San Diego Padres,Colorado Rockies,"[4, 5]"
Seattle Mariners,Kansas City Royals,"[6, 2]"
San Francisco Giants,Los Angeles Dodgers,"[4, 6]"
New York Mets,Philadelphia Phillies,"[0, 4]"
Chicago White Sox,Washington Nationals,"[3, 6]"
Detroit Tigers,Miami Marlins,"[0, 1]"
Boston Red Sox,Tampa Bay Rays,"[5, 4]"
Atlanta Braves,Chicago Cubs,"[7, 0]"
Chicago White Sox,Washington Nationals,"[4, 0]"
Milwaukee Brewers,Pittsburgh Pirates,"[4, 3]"
Minnesota Twins,New York Yankees,"[1, 5]"
Texas Rangers,Cleveland Guardians,"[4, 7]"
Houston Astros,Oakland Athletics,"[2, 1]"
Los Angeles Angels,St.Louis Cardinals,"[6, 7]"
Arizona Diamondbacks,Cincinnati Reds,"[2, 6]"
San Diego Padres,Colorado Rockies,"[3, 6]"
Seattle Mariners,Kansas City Royals,"[2, 4]"
San Francisco Giants,Los Angeles Dodgers,"[2, 10]"
Baltimore Orioles,Toronto Blue Jays,"[3, 2]"
Detroit Tigers,Miami Marlins,"[0, 2]"
Milwaukee Brewers,Pittsburgh Pirates,"[10, 2]"
Chicago White Sox,Washington Nationals,"[2, 0]"
Arizona Diamondbacks,Cincinnati Reds,"[2, 1]"
San Diego Padres,Colorado Rockies,"[0, 8]"
Seattle Mariners,Kansas City Royals,"[4, 2]"
Philadelphia Phillies,New York Mets,"[10, 5]"
Boston Red Sox,Tampa Bay Rays,"[3, 4]"
Atlanta Braves,Chicago Cubs,"[1, 7]"
Minnesota Twins,New York Yankees,"[0, 4]"
Texas Rangers,Cleveland Guardians,"[4, 0]"
Houston Astros,Oakland Athletics,"[3, 0]"
Los Angeles Angels,St.Louis Cardinals,"[7, 2]"
San Francisco Giants,Los Angeles Dodgers,"[4, 1]"
Minnesota Twins,New York Yankees,"[0, 5]"
Philadelphia Phillies,New York Mets,"[5, 6]"
Boston Red Sox,Tampa Bay Rays,"[5, 7]"
Chicago Cubs,Pittsburgh Pirates,"[4, 5]"
Houston Astros,Oakland Athletics,"[8, 1]"
Los Angeles Dodgers,Cincinnati Reds,"[2, 7]"
Chicago Cubs,Pittsburgh Pirates,"[3, 9]"
Philadelphia Phillies,Washington Nationals,"[4, 2]"
Baltimore Orioles,Seattle Mariners,"[9, 2]"
New York Yankees,Chicago White Sox,"[4, 2]"
Toronto Blue Jays,Tampa Bay Rays,"[3, 4]"
Cleveland Guardians,Minnesota Twins,"[3, 2]"
Miami Marlins,New York Mets,"[8, 0]"
Atlanta Braves,San Diego Padres,"[1, 3]"
Kansas City Royals,Oakland Athletics,"[6, 2]"
Texas Rangers,Los Angeles Angels,"[3, 9]"
Houston Astros,Milwaukee Brewers,"[5, 4]"
St.Louis Cardinals,Boston Red Sox,"[10, 6]"
Arizona Diamondbacks,Detroit Tigers,"[0, 13]"
Los Angeles Dodgers,Cincinnati Reds,"[7, 3]"
San Francisco Giants,Colorado Rockies,"[10, 5]"
New York Yankees,Chicago White Sox,"[6, 1]"
Chicago Cubs,Pittsburgh Pirates,"[1, 0]"
Toronto Blue Jays,Tampa Bay Rays,"[4, 5]"
Baltimore Orioles,Seattle Mariners,"[3, 4]"
San Francisco Giants,Colorado Rockies,"[14, 4]"
Miami Marlins,New York Mets,"[10, 9]"
Philadelphia Phillies,Washington Nationals,"[4, 3]"
Cleveland Guardians,Minnesota Twins,"[11, 4]"
Houston Astros,Milwaukee Brewers,"[2, 4]"
Kansas City Royals,Oakland Athletics,"[5, 3]"
Texas Rangers,Los Angeles Angels,"[3, 2]"
St.Louis Cardinals,Boston Red Sox,"[7, 2]"
Arizona Diamondbacks,Detroit Tigers,"[3, 8]"
Los Angeles Dodgers,Cincinnati Reds,"[4, 0]"
St.Louis Cardinals,Boston Red Sox,"[3, 11]"
New York Yankees,Chicago White Sox,"[7, 2]"
Philadelphia Phillies,Washington Nationals,"[11, 5]"
Baltimore Orioles,Seattle Mariners,"[6, 3]"
Toronto Blue Jays,Tampa Bay Rays,"[5, 2]"
Miami Marlins,New York Mets,"[3, 7]"
Cleveland Guardians,Minnesota Twins,"[5, 2]"
Kansas City Royals,Oakland Athletics,"[8, 4]"
Houston Astros,Milwaukee Brewers,"[9, 4]"
Chicago Cubs,Pittsburgh Pirates,"[2, 3]"
Texas Rangers,Los Angeles Angels,"[1, 4]"
San Francisco Giants,Colorado Rockies,"[4, 1]"
Arizona Diamondbacks,Detroit Tigers,"[6, 4]"
Los Angeles Dodgers,Cincinnati Reds,"[3, 2]"
Atlanta Braves,San Diego Padres,"[1, 9]"
Atlanta Braves,San Diego Padres,"[5, 6]"
Toronto Blue Jays,Chicago White Sox,"[9, 3]"
Cleveland Guardians,New York Mets,"[3, 1]"
Atlanta Braves,San Diego Padres,"[3, 0]"
Miami Marlins,Milwaukee Brewers,"[3, 2]"
Washington Nationals,Minnesota Twins,"[12, 3]"
Tampa Bay Rays,Boston Red Sox,"[0, 5]"
New York Yankees,Seattle Mariners,"[4, 5]"
Kansas City Royals,Detroit Tigers,"[8, 3]"
St.Louis Cardinals,Baltimore Orioles,"[6, 3]"
Houston Astros,Los Angeles Angels,"[7, 9]"
Los Angeles Dodgers,Arizona Diamondbacks,"[6, 4]"
Cleveland Guardians,New York Mets,"[7, 6]"
Cincinnati Reds,San Diego Padres,"[2, 0]"
Miami Marlins,Milwaukee Brewers,"[5, 7]"
Philadelphia Phillies,Texas Rangers,"[5, 2]"
Pittsburgh Pirates,San Francisco Giants,"[7, 6]"
Washington Nationals,Minnesota Twins,"[0, 10]"
Tampa Bay Rays,Boston Red Sox,"[2, 5]"
New York Yankees,Seattle Mariners,"[3, 6]"
Toronto Blue Jays,Chicago White Sox,"[0, 5]"
Chicago Cubs,Atlanta Braves,"[4, 3]"
Kansas City Royals,Detroit Tigers,"[10, 3]"
Houston Astros,Los Angeles Angels,"[6, 5]"
Oakland Athletics,Colorado Rockies,"[5, 4]"
Los Angeles Dodgers,Arizona Diamondbacks,"[3, 7]"
St.Louis Cardinals,Baltimore Orioles,"[3, 1]"
Washington Nationals,Minnesota Twins,"[2, 3]"
Cleveland Guardians,New York Mets,"[6, 3]"
St.Louis Cardinals,Baltimore Orioles,"[5, 4]"
Kansas City Royals,Detroit Tigers,"[8, 3]"
Houston Astros,Los Angeles Angels,"[1, 2]"
Cincinnati Reds,San Diego Padres,"[3, 7]"
Miami Marlins,Milwaukee Brewers,"[1, 0]"
Philadelphia Phillies,Texas Rangers,"[11, 4]"
Pittsburgh Pirates,San Francisco Giants,"[5, 9]"
Tampa Bay Rays,Boston Red Sox,"[5, 8]"
New York Yankees,Seattle Mariners,"[7, 3]"
Toronto Blue Jays,Chicago White Sox,"[9, 2]"
Chicago Cubs,Atlanta Braves,"[2, 9]"
Oakland Athletics,Colorado Rockies,"[3, 4]"
Los Angeles Dodgers,Arizona Diamondbacks,"[0, 6]"
New York Yankees,Seattle Mariners,"[5, 0]"
Pittsburgh Pirates,San Francisco Giants,"[6, 7]"
Philadelphia Phillies,Texas Rangers,"[5, 2]"
Cincinnati Reds,San Diego Padres,"[4, 6]"
Chicago Cubs,Atlanta Braves,"[0, 3]"
Oakland Athletics,Colorado Rockies,"[10, 9]"
Detroit Tigers,Toronto Blue Jays,"[1, 9]"
Chicago White Sox,Baltimore Orioles,"[6, 8]"
Detroit Tigers,Toronto Blue Jays,"[6, 2]"
Pittsburgh Pirates,Atlanta Braves,"[11, 5]"
Washington Nationals,Seattle Mariners,"[6, 1]"
Tampa Bay Rays,Kansas City Royals,"[1, 8]"
Boston Red Sox,Milwaukee Brewers,"[2, 7]"
Cincinnati Reds,Los Angeles Dodgers,"[9, 6]"
New York Mets,San Francisco Giants,"[7, 8]"
Minnesota Twins,Texas Rangers,"[3, 2]"
Chicago White Sox,Baltimore Orioles,"[4, 6]"
Colorado Rockies,Philadelphia Phillies,"[3, 2]"
Los Angeles Angels,Cleveland Guardians,"[4, 10]"
Arizona Diamondbacks,Miami Marlins,"[0, 3]"
Oakland Athletics,Houston Astros,"[3, 6]"
San Diego Padres,New York Yankees,"[0, 8]"
Detroit Tigers,Toronto Blue Jays,"[2, 1]"
New York Mets,San Francisco Giants,"[2, 7]"
Minnesota Twins,Texas Rangers,"[5, 3]"
Chicago White Sox,Baltimore Orioles,"[3, 5]"
Pittsburgh Pirates,Atlanta Braves,"[4, 1]"
Washington Nationals,Seattle Mariners,"[3, 1]"
Oakland Athletics,Houston Astros,"[3, 1]"
Boston Red Sox,Milwaukee Brewers,"[3, 6]"
Tampa Bay Rays,Kansas City Royals,"[4, 7]"
Cincinnati Reds,Los Angeles Dodgers,"[3, 1]"
St.Louis Cardinals,Chicago Cubs,"[7, 6]"
Colorado Rockies,Philadelphia Phillies,"[4, 8]"
Los Angeles Angels,Cleveland Guardians,"[3, 4]"
San Diego Padres,New York Yankees,"[1, 4]"
Arizona Diamondbacks,Miami Marlins,"[3, 2]"
Detroit Tigers,Toronto Blue Jays,"[14, 11]"
Cincinnati Reds,Los Angeles Dodgers,"[4, 1]"
Boston Red Sox,Milwaukee Brewers,"[2, 1]"
Pittsburgh Pirates,Atlanta Braves,"[1, 8]"
Washington Nationals,Seattle Mariners,"[5, 9]"
New York Mets,San Francisco Giants,"[4, 3]"
Tampa Bay Rays,Kansas City Royals,"[4, 1]"
Chicago White Sox,Baltimore Orioles,"[1, 4]"
Minnesota Twins,Texas Rangers,"[2, 6]"
Colorado Rockies,Philadelphia Phillies,"[5, 2]"
Los Angeles Angels,Cleveland Guardians,"[4, 5]"
Oakland Athletics,Houston Astros,"[2, 5]"
Arizona Diamondbacks,Miami Marlins,"[1, 3]"
San Diego Padres,New York Yankees,"[5, 2]"
St.Louis Cardinals,Chicago Cubs,"[4, 3]"
Baltimore Orioles,Boston Red Sox,"[11, 3]"
Minnesota Twins,Kansas City Royals,"[6, 5]"
Chicago White Sox,Toronto Blue Jays,"[1, 5]"
Atlanta Braves,Washington Nationals,"[4, 8]"
Cincinnati Reds,St.Louis Cardinals,"[3, 1]"
Colorado Rockies,Cleveland Guardians,"[8, 6]"
Milwaukee Brewers,Chicago Cubs,"[5, 1]"
San Francisco Giants,Philadelphia Phillies,"[8, 4]"
San Diego Padres,Miami Marlins,"[2, 1]"
Seattle Mariners,Houston Astros,"[3, 2]"
New York Mets,Los Angeles Dodgers,"[2, 5]"
Baltimore Orioles,Boston Red Sox,"[3, 8]"
Cincinnati Reds,St.Louis Cardinals,"[1, 7]"
Tampa Bay Rays,Oakland Athletics,"[0, 3]"
New York Mets,Los Angeles Dodgers,"[0, 3]"
Atlanta Braves,Washington Nationals,"[2, 0]"
Chicago White Sox,Toronto Blue Jays,"[2, 7]"
Milwaukee Brewers,Chicago Cubs,"[3, 6]"
Minnesota Twins,Kansas City Royals,"[4, 2]"
Texas Rangers,Arizona Diamondbacks,"[4, 2]"
Colorado Rockies,Cleveland Guardians,"[7, 13]"
Los Angeles Angels,New York Yankees,"[4, 3]"
San Diego Padres,Miami Marlins,"[4, 0]"
Seattle Mariners,Houston Astros,"[4, 2]"
San Francisco Giants,Philadelphia Phillies,"[1, 0]"
Detroit Tigers,Pittsburgh Pirates,"[8, 0]"
Cincinnati Reds,St.Louis Cardinals,"[3, 5]"
Texas Rangers,Arizona Diamondbacks,"[6, 1]"
Detroit Tigers,Pittsburgh Pirates,"[2, 10]"
San Francisco Giants,Philadelphia Phillies,"[1, 6]"
New York Mets,Los Angeles Dodgers,"[3, 10]"
San Diego Padres,Miami Marlins,"[1, 9]"
Baltimore Orioles,Boston Red Sox,"[6, 1]"
Tampa Bay Rays,Oakland Athletics,"[4, 3]"
Atlanta Braves,Washington Nationals,"[2, 7]"
Chicago White Sox,Toronto Blue Jays,"[1, 3]"
Milwaukee Brewers,Chicago Cubs,"[10, 6]"
Minnesota Twins,Kansas City Royals,"[1, 6]"
Colorado Rockies,Cleveland Guardians,"[7, 4]"
Los Angeles Angels,New York Yankees,"[1, 2]"
Seattle Mariners,Houston Astros,"[2, 1]"
Tampa Bay Rays,Oakland Athletics,"[6, 5]"
Minnesota Twins,Kansas City Royals,"[7, 6]"
Milwaukee Brewers,Chicago Cubs,"[6, 4]"
Seattle Mariners,Houston Astros,"[0, 4]"
Boston Red Sox,Detroit Tigers,"[0, 5]"
New York Mets,Arizona Diamondbacks,"[3, 2]"
Atlanta Braves,Washington Nationals,"[1, 3]"
Los Angeles Angels,New York Yankees,"[3, 8]"
Chicago Cubs,Cincinnati Reds,"[4, 5]"
Philadelphia Phillies,St.Louis Cardinals,"[4, 2]"
Baltimore Orioles,Tampa Bay Rays,"[3, 1]"
Toronto Blue Jays,Pittsburgh Pirates,"[5, 3]"
Cleveland Guardians,Washington Nationals,"[7, 1]"
Boston Red Sox,Detroit Tigers,"[7, 3]"
Miami Marlins,Texas Rangers,"[8, 2]"
New York Mets,Arizona Diamondbacks,"[10, 9]"
Atlanta Braves,Oakland Athletics,"[4, 2]"
Houston Astros,Minnesota Twins,"[1, 6]"
Kansas City Royals,San Diego Padres,"[8, 11]"
Milwaukee Brewers,Chicago White Sox,"[12, 5]"
Los Angeles Dodgers,Colorado Rockies,"[1, 4]"
Seattle Mariners,Los Angeles Angels,"[5, 4]"
San Francisco Giants,New York Yankees,"[2, 6]"
Toronto Blue Jays,Pittsburgh Pirates,"[1, 8]"
Baltimore Orioles,Tampa Bay Rays,"[9, 5]"
Cleveland Guardians,Washington Nationals,"[3, 2]"
Houston Astros,Minnesota Twins,"[5, 2]"
New York Mets,Arizona Diamondbacks,"[5, 10]"
Milwaukee Brewers,Chicago White Sox,"[4, 3]"
Miami Marlins,Texas Rangers,"[0, 7]"
Kansas City Royals,San Diego Padres,"[3, 7]"
Boston Red Sox,Detroit Tigers,"[6, 3]"
Atlanta Braves,Oakland Athletics,"[9, 11]"
Chicago Cubs,Cincinnati Reds,"[7, 5]"
Philadelphia Phillies,St.Louis Cardinals,"[6, 1]"
Seattle Mariners,Los Angeles Angels,"[9, 0]"
San Francisco Giants,New York Yankees,"[3, 7]"
Los Angeles Dodgers,Colorado Rockies,"[4, 1]"
Houston Astros,Minnesota Twins,"[3, 4]"
Boston Red Sox,Detroit Tigers,"[4, 8]"
Baltimore Orioles,Tampa Bay Rays,"[3, 4]"
Atlanta Braves,Oakland Athletics,"[3, 1]"
Toronto Blue Jays,Pittsburgh Pirates,"[5, 4]"
Miami Marlins,Texas Rangers,"[0, 6]"
New York Mets,Arizona Diamondbacks,"[4, 5]"
Cleveland Guardians,Washington Nationals,"[2, 5]"
Kansas City Royals,San Diego Padres,"[4, 3]"
Milwaukee Brewers,Chicago White Sox,"[6, 3]"
Chicago Cubs,Cincinnati Reds,"[2, 5]"
San Francisco Giants,New York Yankees,"[5, 7]"
Los Angeles Dodgers,Colorado Rockies,"[4, 0]"
Seattle Mariners,Los Angeles Angels,"[5, 1]"
Philadelphia Phillies,St.Louis Cardinals,"[4, 5]"
Philadelphia Phillies,Milwaukee Brewers,"[3, 1]"
Washington Nationals,New York Mets,"[7, 8]"
Toronto Blue Jays,Baltimore Orioles,"[2, 7]"
Texas Rangers,Detroit Tigers,"[1, 2]"
Houston Astros,St.Louis Cardinals,"[7, 4]"
Colorado Rockies,Cincinnati Reds,"[3, 13]"
Los Angeles Angels,San Diego Padres,"[2, 1]"
Arizona Diamondbacks,San Francisco Giants,"[4, 2]"
Cleveland Guardians,Kansas City Royals,"[8, 5]"
Miami Marlins,Tampa Bay Rays,"[5, 9]"
Philadelphia Phillies,Milwaukee Brewers,"[2, 1]"
Pittsburgh Pirates,Los Angeles Dodgers,"[1, 0]"
Washington Nationals,New York Mets,"[3, 6]"
New York Yankees,Minnesota Twins,"[5, 1]"
Toronto Blue Jays,Baltimore Orioles,"[1, 10]"
Boston Red Sox,Atlanta Braves,"[3, 8]"
Chicago Cubs,Chicago White Sox,"[7, 6]"
Texas Rangers,Detroit Tigers,"[1, 3]"
Houston Astros,St.Louis Cardinals,"[8, 5]"
Colorado Rockies,Cincinnati Reds,"[1, 4]"
Los Angeles Angels,San Diego Padres,"[4, 2]"
Arizona Diamondbacks,San Francisco Giants,"[8, 5]"
Oakland Athletics,Seattle Mariners,"[3, 4]"
Boston Red Sox,Atlanta Braves,"[9, 0]"
Houston Astros,St.Louis Cardinals,"[2, 4]"
Colorado Rockies,Cincinnati Reds,"[7, 12]"
Arizona Diamondbacks,San Francisco Giants,"[3, 9]"
Philadelphia Phillies,Milwaukee Brewers,"[2, 0]"
Washington Nationals,New York Mets,"[1, 9]"
Miami Marlins,Tampa Bay Rays,"[3, 5]"
Pittsburgh Pirates,Los Angeles Dodgers,"[10, 6]"
New York Yankees,Minnesota Twins,"[9, 5]"
Toronto Blue Jays,Baltimore Orioles,"[3, 2]"
Chicago Cubs,Chicago White Sox,"[7, 6]"
Texas Rangers,Detroit Tigers,"[9, 1]"
Los Angeles Angels,San Diego Padres,"[3, 2]"
Oakland Athletics,Seattle Mariners,"[2, 1]"
Toronto Blue Jays,Baltimore Orioles,"[6, 5]"
Cleveland Guardians,Kansas City Royals,"[3, 4]"
Oakland Athletics,Seattle Mariners,"[0, 3]"
Pittsburgh Pirates,Los Angeles Dodgers,"[7, 11]"
Washington Nationals,Atlanta Braves,"[2, 5]"
New York Yankees,Minnesota Twins,"[8, 5]"
Cincinnati Reds,Chicago Cubs,"[8, 4]"
St.Louis Cardinals,Colorado Rockies,"[2, 3]"
Chicago White Sox,Boston Red Sox,"[2, 14]"
San Diego Padres,Arizona Diamondbacks,"[3, 4]"
Detroit Tigers,Milwaukee Brewers,"[0, 10]"
Pittsburgh Pirates,Minnesota Twins,"[3, 0]"
Washington Nationals,Atlanta Braves,"[2, 1]"
Tampa Bay Rays,Baltimore Orioles,"[3, 6]"
New York Yankees,Los Angeles Dodgers,"[1, 2]"
Cincinnati Reds,Chicago Cubs,"[3, 2]"
Miami Marlins,Cleveland Guardians,"[3, 2]"
Texas Rangers,San Francisco Giants,"[2, 5]"
Chicago White Sox,Boston Red Sox,"[7, 2]"
Kansas City Royals,Seattle Mariners,"[10, 9]"
St.Louis Cardinals,Colorado Rockies,"[8, 5]"
Los Angeles Angels,Houston Astros,"[1, 7]"
Oakland Athletics,Toronto Blue Jays,"[2, 1]"
San Diego Padres,Arizona Diamondbacks,"[10, 3]"
New York Mets,Philadelphia Phillies,"[2, 7]"
Pittsburgh Pirates,Minnesota Twins,"[4, 0]"
Texas Rangers,San Francisco Giants,"[1, 3]"
Washington Nationals,Atlanta Braves,"[7, 3]"
Oakland Athletics,Toronto Blue Jays,"[0, 7]"
Chicago White Sox,Boston Red Sox,"[6, 1]"
Cincinnati Reds,Chicago Cubs,"[4, 3]"
Detroit Tigers,Milwaukee Brewers,"[4, 5]"
Kansas City Royals,Seattle Mariners,"[8, 4]"
Tampa Bay Rays,Baltimore Orioles,"[0, 5]"
St.Louis Cardinals,Colorado Rockies,"[5, 6]"
Miami Marlins,Cleveland Guardians,"[0, 8]"
New York Yankees,Los Angeles Dodgers,"[3, 11]"
San Diego Padres,Arizona Diamondbacks,"[13, 1]"
Los Angeles Angels,Houston Astros,"[1, 6]"
Philadelphia Phillies,New York Mets,"[5, 6]"
Texas Rangers,San Francisco Giants,"[7, 2]"
Pittsburgh Pirates,Minnesota Twins,"[5, 11]"
Washington Nationals,Atlanta Braves,"[8, 5]"
Cincinnati Reds,Chicago Cubs,"[2, 4]"
Detroit Tigers,Milwaukee Brewers,"[10, 2]"
Miami Marlins,Cleveland Guardians,"[3, 6]"
Tampa Bay Rays,Baltimore Orioles,"[2, 9]"
Kansas City Royals,Seattle Mariners,"[5, 6]"
Chicago White Sox,Boston Red Sox,"[4, 6]"
St.Louis Cardinals,Colorado Rockies,"[5, 1]"
Los Angeles Angels,Houston Astros,"[9, 7]"
Oakland Athletics,Toronto Blue Jays,"[4, 6]"
San Diego Padres,Arizona Diamondbacks,"[3, 9]"
New York Yankees,Los Angeles Dodgers,"[6, 4]"
Tampa Bay Rays,Baltimore Orioles,"[2, 5]"
Minnesota Twins,Colorado Rockies,"[5, 0]"
Kansas City Royals,New York Yankees,"[2, 4]"
Milwaukee Brewers,Toronto Blue Jays,"[3, 1]"
San Diego Padres,Oakland Athletics,"[6, 1]"
Seattle Mariners,Chicago White Sox,"[8, 4]"
San Francisco Giants,Houston Astros,"[4, 3]"
Baltimore Orioles,Atlanta Braves,"[4, 0]"
Detroit Tigers,Washington Nationals,"[4, 5]"
Tampa Bay Rays,Chicago Cubs,"[5, 2]"
New York Mets,Miami Marlins,"[2, 4]"
Cincinnati Reds,Cleveland Guardians,"[3, 5]"
Boston Red Sox,Philadelphia Phillies,"[1, 4]"
Minnesota Twins,Colorado Rockies,"[4, 5]"
St.Louis Cardinals,Pittsburgh Pirates,"[1, 2]"
Kansas City Royals,New York Yankees,"[1, 10]"
Milwaukee Brewers,Toronto Blue Jays,"[0, 3]"
Arizona Diamondbacks,Los Angeles Angels,"[9, 4]"
San Diego Padres,Oakland Athletics,"[4, 3]"
Seattle Mariners,Chicago White Sox,"[4, 3]"
San Francisco Giants,Houston Astros,"[1, 3]"
Los Angeles Dodgers,Texas Rangers,"[15, 2]"
Minnesota Twins,Colorado Rockies,"[17, 9]"
Milwaukee Brewers,Toronto Blue Jays,"[5, 4]"
San Francisco Giants,Houston Astros,"[5, 3]"
San Diego Padres,Oakland Athletics,"[5, 4]"
Baltimore Orioles,Atlanta Braves,"[4, 2]"
Detroit Tigers,Washington Nationals,"[5, 7]"
Tampa Bay Rays,Chicago Cubs,"[3, 4]"
Boston Red Sox,Philadelphia Phillies,"[8, 6]"
Cincinnati Reds,Cleveland Guardians,"[4, 2]"
New York Mets,Miami Marlins,"[10, 4]"
St.Louis Cardinals,Pittsburgh Pirates,"[4, 2]"
Kansas City Royals,New York Yankees,"[5, 11]"
Arizona Diamondbacks,Los Angeles Angels,"[3, 8]"
Seattle Mariners,Chicago White Sox,"[2, 1]"
Los Angeles Dodgers,Texas Rangers,"[2, 3]"
Baltimore Orioles,Atlanta Braves,"[3, 6]"
Detroit Tigers,Washington Nationals,"[7, 2]"
Kansas City Royals,New York Yankees,"[4, 3]"
St.Louis Cardinals,Pittsburgh Pirates,"[4, 3]"
Tampa Bay Rays,Chicago Cubs,"[3, 2]"
Boston Red Sox,Philadelphia Phillies,"[9, 3]"
New York Mets,Miami Marlins,"[3, 2]"
Minnesota Twins,Oakland Athletics,"[6, 2]"
Arizona Diamondbacks,Los Angeles Angels,"[11, 1]"
Seattle Mariners,Chicago White Sox,"[2, 3]"
Los Angeles Dodgers,Texas Rangers,"[1, 3]"
Chicago Cubs,St.Louis Cardinals,"[0, 3]"
Boston Red Sox,New York Yankees,"[1, 8]"
Washington Nationals,Miami Marlins,"[8, 1]"
Baltimore Orioles,Philadelphia Phillies,"[3, 5]"
Toronto Blue Jays,Cleveland Guardians,"[1, 3]"
New York Mets,San Diego Padres,"[2, 1]"
Atlanta Braves,Tampa Bay Rays,"[7, 3]"
Houston Astros,Detroit Tigers,"[4, 0]"
Milwaukee Brewers,Cincinnati Reds,"[5, 6]"
Minnesota Twins,Oakland Athletics,"[6, 5]"
Colorado Rockies,Pittsburgh Pirates,"[2, 5]"
Arizona Diamondbacks,Chicago White Sox,"[7, 1]"
Los Angeles Dodgers,Kansas City Royals,"[4, 3]"
Seattle Mariners,Texas Rangers,"[3, 2]"
San Francisco Giants,Los Angeles Angels,"[6, 8]"
Chicago Cubs,St.Louis Cardinals,"[5, 1]"
Toronto Blue Jays,Cleveland Guardians,"[5, 0]"
Baltimore Orioles,Philadelphia Phillies,"[6, 2]"
San Francisco Giants,Los Angeles Angels,"[3, 4]"
Washington Nationals,Miami Marlins,"[4, 0]"
Houston Astros,Detroit Tigers,"[5, 13]"
New York Mets,San Diego Padres,"[5, 1]"
Milwaukee Brewers,Cincinnati Reds,"[3, 1]"
Atlanta Braves,Tampa Bay Rays,"[9, 2]"
Boston Red Sox,New York Yankees,"[8, 4]"
